Source,Target,size,Weight
Mental Health,Clinical Trials and Supportive Activities,21,0.078066914
Mental Illness,Clinical Trials and Supportive Activities,6,0.0625
Methamphetamine,Clinical Trials and Supportive Activities,3,0.03125
Mind and Body,Clinical Trials and Supportive Activities,2,0.020833333
Nutrition,Clinical Trials and Supportive Activities,1,0.010416667
Obesity,Clinical Trials and Supportive Activities,1,0.010416667
Opioid Misuse and Addiction,Clinical Trials and Supportive Activities,10,0.104166667
Opioids,Clinical Trials and Supportive Activities,10,0.104166667
Physical Injury - Accidents and Adverse Effects,Clinical Trials and Supportive Activities,5,0.052083333
Prescription Drug Abuse,Clinical Trials and Supportive Activities,2,0.020833333
Prostate Cancer,Clinical Trials and Supportive Activities,1,0.010416667
Rehabilitation,Clinical Trials and Supportive Activities,1,0.010416667
Rural Health,Clinical Trials and Supportive Activities,3,0.03125
Schizophrenia,Clinical Trials and Supportive Activities,2,0.020833333
Screening And Brief Intervention For Substance Abuse,Clinical Trials and Supportive Activities,1,0.010416667
Sepsis,Clinical Trials and Supportive Activities,2,0.020833333
Serious Mental Illness,Clinical Trials and Supportive Activities,3,0.03125
Sexual and Gender Minorities (SGM/LGBT*),Clinical Trials and Supportive Activities,1,0.010416667
Social Determinants of Health,Clinical Trials and Supportive Activities,18,0.082949309
Stroke,Clinical Trials and Supportive Activities,4,0.041666667
Substance Abuse,Clinical Trials and Supportive Activities,12,0.125
Substance Abuse Prevention,Clinical Trials and Supportive Activities,1,0.010416667
Substance Misuse,Clinical Trials and Supportive Activities,15,0.15625
Suicide,Clinical Trials and Supportive Activities,2,0.020833333
Suicide Prevention,Clinical Trials and Supportive Activities,2,0.020833333
Telehealth,Clinical Trials and Supportive Activities,4,0.041666667
Tobacco,Clinical Trials and Supportive Activities,1,0.010416667
Tobacco Smoke and Health,Clinical Trials and Supportive Activities,1,0.010416667
Underage Drinking,Clinical Trials and Supportive Activities,1,0.010416667
Urologic Diseases,Clinical Trials and Supportive Activities,1,0.010416667
Ovarian Cancer,Colo-Rectal Cancer,2,0.166666667
Prostate Cancer,Colo-Rectal Cancer,1,0.076923077
Assistive Technology,Comparative Effectiveness Research,1,0.026315789
Autoimmune Disease,Comparative Effectiveness Research,1,0.025
Breast Cancer,Comparative Effectiveness Research,3,0.078947368
Burden of Illness,Comparative Effectiveness Research,1,0.026315789
Childhood Injury,Comparative Effectiveness Research,1,0.026315789
Crohn's Disease,Comparative Effectiveness Research,1,0.026315789
Dissemination and Implementation Research,Comparative Effectiveness Research,6,0.157894737
Drug Abuse (NIDA only),Comparative Effectiveness Research,12,0.090909091
Epilepsy,Comparative Effectiveness Research,1,0.026315789
Heart Disease - Coronary Heart Disease,Comparative Effectiveness Research,2,0.052631579
Hypertension,Comparative Effectiveness Research,2,0.052631579
Immunotherapy,Comparative Effectiveness Research,3,0.078947368
Inflammatory Bowel Disease,Comparative Effectiveness Research,1,0.026315789
Injury (total) Accidents/Adverse Effects,Comparative Effectiveness Research,1,0.026315789
Lung Cancer,Comparative Effectiveness Research,2,0.052631579
Methamphetamine,Comparative Effectiveness Research,3,0.078947368
Pediatric Cancer,Comparative Effectiveness Research,2,0.052631579
Physical Injury - Accidents and Adverse Effects,Comparative Effectiveness Research,1,0.023255814
Physical Rehabilitation,Comparative Effectiveness Research,1,0.026315789
Prescription Drug Abuse,Comparative Effectiveness Research,3,0.078947368
Rehabilitation,Comparative Effectiveness Research,3,0.078947368
Sleep Research,Comparative Effectiveness Research,1,0.026315789
Substance Abuse,Comparative Effectiveness Research,7,0.076923077
Suicide Prevention,Comparative Effectiveness Research,1,0.026315789
Telehealth,Comparative Effectiveness Research,1,0.026315789
Behavioral and Social Science,Complementary and Integrative Health,1,0.002004008
Dietary Supplements,Complementary and Integrative Health,1,0.2
Drug Abuse (NIDA only),Complementary and Integrative Health,1,0.007575758
Mind and Body,Complementary and Integrative Health,1,0.043478261
Nutrition,Complementary and Integrative Health,1,0.03125
Opioid Misuse and Addiction,Complementary and Integrative Health,1,0.019230769
Opioids,Complementary and Integrative Health,1,0.016129032
Patient Safety,Complementary and Integrative Health,1,0.004310345
Substance Abuse,Complementary and Integrative Health,1,0.010989011
Attention Deficit Disorder (ADD),Conditions Affecting the Embryonic and Fetal Periods,1,0.071428571
Cardiovascular,Conditions Affecting the Embryonic and Fetal Periods,1,0.008547009
Childhood Obesity,Conditions Affecting the Embryonic and Fetal Periods,1,0.071428571
Congenital Heart Disease,Conditions Affecting the Embryonic and Fetal Periods,1,0.071428571
Congenital Structural Anomalies,Conditions Affecting the Embryonic and Fetal Periods,1,0.045454545
Estrogen,Conditions Affecting the Embryonic and Fetal Periods,3,0.214285714
Heart Disease,Conditions Affecting the Embryonic and Fetal Periods,1,0.012987013
Infertility,Conditions Affecting the Embryonic and Fetal Periods,2,0.142857143
Pediatric Cancer,Conditions Affecting the Embryonic and Fetal Periods,2,0.076923077
Pediatric Research Initiative,Conditions Affecting the Embryonic and Fetal Periods,2,0.142857143
Congenital Structural Anomalies,Congenital Heart Disease,4,0.181818182
Arthritis,Congenital Structural Anomalies,1,0.029411765
Autoimmune Disease,Congenital Structural Anomalies,1,0.025
Down Syndrome,Congenital Structural Anomalies,1,0.045454545
Kidney Disease,Congenital Structural Anomalies,2,0.0625
Lupus,Congenital Structural Anomalies,1,0.045454545
Muscular Dystrophy,Congenital Structural Anomalies,1,0.045454545
Neonatal Respiratory Distress,Congenital Structural Anomalies,1,0.045454545
Osteogenesis Imperfecta,Congenital Structural Anomalies,1,0.045454545
Pediatric Cancer,Congenital Structural Anomalies,5,0.192307692
Psoriasis,Congenital Structural Anomalies,1,0.045454545
Rheumatoid Arthritis,Congenital Structural Anomalies,1,0.045454545
Sepsis,Congenital Structural Anomalies,1,0.045454545
Spina Bifida,Congenital Structural Anomalies,1,0.045454545
Stem Cell Research,Congenital Structural Anomalies,1,0.045454545
Stem Cell Research - Induced Pluripotent Stem Cell,Congenital Structural Anomalies,1,0.045454545
Stem Cell Research - Induced Pluripotent Stem Cell - Human,Congenital Structural Anomalies,1,0.045454545
Stem Cell Research - Nonembryonic - Human,Congenital Structural Anomalies,1,0.045454545
Wound Healing and Care,Congenital Structural Anomalies,1,0.045454545
Aging,Contraception/Reproduction,3,0.009708738
Asthma,Contraception/Reproduction,3,0.107142857
Basic Behavioral and Social Science,Contraception/Reproduction,9,0.047368421
Behavioral and Social Science,Contraception/Reproduction,12,0.024048096
Bioengineering,Contraception/Reproduction,4,0.002846975
Biomedical Imaging,Contraception/Reproduction,1,0.004149378
Burden of Illness,Contraception/Reproduction,3,0.107142857
Cardiovascular,Contraception/Reproduction,6,0.051282051
Chronic Obstructive Pulmonary Disease,Contraception/Reproduction,1,0.035714286
Climate Change,Contraception/Reproduction,1,0.035714286
Climate-Related Exposures and Conditions,Contraception/Reproduction,2,0.0625
Conditions Affecting the Embryonic and Fetal Periods,Contraception/Reproduction,3,0.107142857
Data Science,Contraception/Reproduction,27,0.009771987
Digestive Diseases,Contraception/Reproduction,3,0.046153846
Endometriosis,Contraception/Reproduction,3,0.107142857
Genetics,Contraception/Reproduction,6,0.007843137
Health Disparities,Contraception/Reproduction,8,0.022857143
Heart Disease,Contraception/Reproduction,6,0.077922078
Human Genome,Contraception/Reproduction,3,0.00477707
Infertility,Contraception/Reproduction,3,0.107142857
Lead Poisoning,Contraception/Reproduction,1,0.035714286
Liver Disease,Contraception/Reproduction,3,0.107142857
Lung,Contraception/Reproduction,6,0.065217391
Machine Learning and Artificial Intelligence,Contraception/Reproduction,6,0.006060606
Maternal Health,Contraception/Reproduction,11,0.392857143
Maternal Morbidity and Mortality,Contraception/Reproduction,3,0.107142857
Microbiome,Contraception/Reproduction,3,0.058823529
Minority Health,Contraception/Reproduction,11,0.032835821
Neonatal Respiratory Distress,Contraception/Reproduction,3,0.107142857
Networking and Information Technology R&D (NITRD),Contraception/Reproduction,13,0.006140765
Nutrition,Contraception/Reproduction,3,0.09375
Obesity,Contraception/Reproduction,3,0.107142857
Pain Research,Contraception/Reproduction,3,0.073170732
Patient Safety,Contraception/Reproduction,4,0.017241379
Pediatric,Contraception/Reproduction,11,0.046610169
Perinatal Period - Conditions Originating in Perinatal Period,Contraception/Reproduction,8,0.205128205
Physical Activity,Contraception/Reproduction,3,0.107142857
Pregnancy,Contraception/Reproduction,14,0.5
"Preterm, Low Birth Weight and Health of the Newborn",Contraception/Reproduction,8,0.285714286
Prevention,Contraception/Reproduction,6,0.011385199
Rare Diseases,Contraception/Reproduction,3,0.014150943
Rural Health,Contraception/Reproduction,2,0.052631579
Social Determinants of Health,Contraception/Reproduction,10,0.046082949
Women's Health,Contraception/Reproduction,20,0.063091483
Acquired Cognitive Impairment,Coronaviruses,3,0.020408163
Acute Respiratory Distress Syndrome,Coronaviruses,1,0.010989011
Aging,Coronaviruses,4,0.012944984
Alzheimer's Disease,Coronaviruses,3,0.022222222
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Coronaviruses,3,0.021126761
American Indian or Alaska Native,Coronaviruses,1,0.010989011
Antimicrobial Resistance,Coronaviruses,1,0.010989011
Autoimmune Disease,Coronaviruses,1,0.010989011
Basic Behavioral and Social Science,Coronaviruses,3,0.015789474
Behavioral and Social Science,Coronaviruses,9,0.018036072
Biodefense,Coronaviruses,8,0.087912088
Biomedical Imaging,Coronaviruses,5,0.020746888
Biotechnology,Coronaviruses,13,0.02134647
Brain Disorders,Coronaviruses,3,0.00660793
Cancer,Coronaviruses,11,0.024886878
Cancer Genomics,Coronaviruses,1,0.004545455
Clinical Trials and Supportive Activities,Coronaviruses,3,0.03125
Coronaviruses Diagnostics and Prognostics,Coronaviruses,9,0.098901099
Coronaviruses Disparities and At-Risk Populations,Coronaviruses,13,0.142857143
Coronaviruses Therapeutics and Interventions,Coronaviruses,7,0.076923077
Dementia,Coronaviruses,3,0.020833333
Drug Abuse (NIDA only),Coronaviruses,1,0.007575758
Emerging Infectious Diseases,Coronaviruses,78,0.438202247
Eye Disease and Disorders of Vision,Coronaviruses,1,0.010989011
Health Disparities,Coronaviruses,15,0.042857143
Health Services,Coronaviruses,13,0.064039409
HIV/AIDS,Coronaviruses,3,0.032967033
Hypertension,Coronaviruses,2,0.021978022
Immunization,Coronaviruses,7,0.076923077
Immunotherapy,Coronaviruses,2,0.021978022
Influenza,Coronaviruses,3,0.032967033
Kidney Disease,Coronaviruses,3,0.032967033
Lung,Coronaviruses,11,0.119565217
Lung Cancer,Coronaviruses,2,0.021978022
Machine Learning and Artificial Intelligence,Coronaviruses,26,0.026262626
Networking and Information Technology R&D (NITRD),Coronaviruses,67,0.031648559
Neurodegenerative,Coronaviruses,4,0.020833333
Neurosciences,Coronaviruses,2,0.003333333
Opioid Misuse and Addiction,Coronaviruses,1,0.010989011
Opioids,Coronaviruses,1,0.010989011
Patient Safety,Coronaviruses,6,0.025862069
Physical Injury - Accidents and Adverse Effects,Coronaviruses,2,0.021978022
Pneumonia,Coronaviruses,8,0.087912088
Pneumonia & Influenza,Coronaviruses,9,0.098901099
Precision Medicine,Coronaviruses,5,0.013157895
Prevention,Coronaviruses,19,0.036053131
Rural Health,Coronaviruses,6,0.065934066
Sexual and Gender Minorities (SGM/LGBT*),Coronaviruses,1,0.010989011
Sexually Transmitted Infections,Coronaviruses,1,0.010989011
Social Determinants of Health,Coronaviruses,12,0.055299539
Substance Misuse,Coronaviruses,1,0.010989011
Tuberculosis,Coronaviruses,1,0.010989011
Vaccine Related,Coronaviruses,4,0.043956044
West Nile Virus,Coronaviruses,1,0.010989011
Coronaviruses Therapeutics and Interventions,Coronaviruses Diagnostics and Prognostics,1,0.111111111
Influenza,Coronaviruses Diagnostics and Prognostics,1,0.111111111
Kidney Disease,Coronaviruses Diagnostics and Prognostics,1,0.03125
Autoimmune Disease,Coronaviruses Disparities and At-Risk Populations,1,0.025
Coronaviruses Diagnostics and Prognostics,Coronaviruses Disparities and At-Risk Populations,4,0.307692308
Coronaviruses Therapeutics and Interventions,Coronaviruses Disparities and At-Risk Populations,1,0.076923077
Kidney Disease,Coronaviruses Disparities and At-Risk Populations,1,0.03125
Physical Injury - Accidents and Adverse Effects,Coronaviruses Disparities and At-Risk Populations,1,0.023255814
Rural Health,Coronaviruses Disparities and At-Risk Populations,1,0.026315789
Sexual and Gender Minorities (SGM/LGBT*),Coronaviruses Disparities and At-Risk Populations,1,0.076923077
Sexually Transmitted Infections,Coronaviruses Disparities and At-Risk Populations,1,0.076923077
Chronic Liver Disease and Cirrhosis,Cost Effectiveness Research,2,0.25
Comparative Effectiveness Research,Cost Effectiveness Research,5,0.131578947
Drug Abuse (NIDA only),Cost Effectiveness Research,2,0.015151515
Heart Disease,Cost Effectiveness Research,1,0.012987013
Hepatitis,Cost Effectiveness Research,2,0.25
Hepatitis - C,Cost Effectiveness Research,2,0.25
Lung Cancer,Cost Effectiveness Research,2,0.095238095
Pediatric Cancer,Cost Effectiveness Research,2,0.076923077
Rehabilitation,Cost Effectiveness Research,2,0.064516129
Stroke,Cost Effectiveness Research,1,0.045454545
Substance Abuse,Cost Effectiveness Research,1,0.010989011
Childhood Obesity,Crohn's Disease,1,0.142857143
Acquired Cognitive Impairment,Data Science,147,0.05320304
Acute Respiratory Distress Syndrome,Data Science,10,0.003619254
Aging,Data Science,307,0.111111111
"Alcoholism, Alcohol Use and Health",Data Science,27,0.009771987
ALS,Data Science,7,0.002533478
Alzheimer's Disease,Data Science,135,0.048859935
Alzheimer's Disease including Alzheimer's Disease Related Dementias (AD/ADRD),Data Science,142,0.051393413
Alzheimer's Disease Related Dementias (ADRD),Data Science,13,0.004705031
American Indian or Alaska Native,Data Science,13,0.004705031
Antimicrobial Resistance,Data Science,15,0.005428882
Anxiety Disorders,Data Science,15,0.005428882
Aphasia,Data Science,5,0.001809627
Arthritis,Data Science,34,0.012305465
Assistive Technology,Data Science,21,0.007600434
Asthma,Data Science,6,0.002171553
Atherosclerosis,Data Science,10,0.003619254
Attention Deficit Disorder (ADD),Data Science,5,0.001809627
Attention Deficit Hyperactivity Disorder (ADHD),Data Science,4,0.001447702
Autism,Data Science,19,0.006876583
Autoimmune Disease,Data Science,40,0.014477018
Back Pain,Data Science,5,0.001809627
Basic Behavioral and Social Science,Data Science,190,0.068765834
Behavioral and Social Science,Data Science,489,0.176981542
Biodefense,Data Science,73,0.026420557
Bioengineering,Data Science,1400,0.506695621
Biomedical Imaging,Data Science,240,0.086862106
Biotechnology,Data Science,605,0.218964893
Bipolar Disorder,Data Science,13,0.004705031
Brain Cancer,Data Science,15,0.005428882
Brain Disorders,Data Science,454,0.164314151
Breast Cancer,Data Science,36,0.013029316
"Breastfeeding, Lactation and Breast Milk",Data Science,1,0.000361925
Burden of Illness,Data Science,5,0.001809627
Cancer,Data Science,437,0.158161419
Cancer Genomics,Data Science,220,0.079623598
Cannabinoid Research,Data Science,2,0.000723851
Cardiovascular,Data Science,114,0.041259501
Caregiving Research,Data Science,11,0.00398118
Celiac Disease,Data Science,1,0.000361925
Cerebral Palsy,Data Science,5,0.001809627
Cerebrovascular,Data Science,26,0.009410062
Cervical Cancer,Data Science,2,0.000723851
Childhood Injury,Data Science,2,0.000723851
Childhood Leukemia,Data Science,4,0.001447702
Childhood Obesity,Data Science,7,0.002533478
Chronic Liver Disease and Cirrhosis,Data Science,2,0.000723851
Chronic Obstructive Pulmonary Disease,Data Science,3,0.001085776
Chronic Pain,Data Science,26,0.009410062
Climate Change,Data Science,8,0.002895404
Climate-Related Exposures and Conditions,Data Science,32,0.011581614
Clinical Trials and Supportive Activities,Data Science,96,0.034744843
Colo-Rectal Cancer,Data Science,12,0.004343105
Comparative Effectiveness Research,Data Science,38,0.013753167
Complementary and Integrative Health,Data Science,5,0.001809627
Conditions Affecting the Embryonic and Fetal Periods,Data Science,14,0.005066956
Congenital Heart Disease,Data Science,6,0.002171553
Congenital Structural Anomalies,Data Science,22,0.00796236
Coronaviruses,Data Science,89,0.032211364
Coronaviruses Diagnostics and Prognostics,Data Science,9,0.003257329
